ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TN-119,Maury County,Tennessee,59.6,121,1.6,58
TN-121,Meigs County,Tennessee,60.2,121,1.9,58.3
TN-123,Monroe County,Tennessee,59,121,1.6,57.4
TN-125,Montgomery County,Tennessee,59.7,121,2,57.7
TN-127,Moore County,Tennessee,59.7,121,1.4,58.3
TN-129,Morgan County,Tennessee,57.2,121,1.9,55.3
TN-131,Obion County,Tennessee,59,101,0.6,58.4
TN-133,Overton County,Tennessee,58,121,1.9,56.1
TN-135,Perry County,Tennessee,60.2,121,1.6,58.5
TN-137,Pickett County,Tennessee,58.1,121,2.3,55.9
TN-139,Polk County,Tennessee,59.4,121,1.4,58
TN-141,Putnam County,Tennessee,58.2,121,1.6,56.5
TN-143,Rhea County,Tennessee,59.1,121,1.8,57.4
TN-145,Roane County,Tennessee,59.6,121,1.8,57.8
TN-147,Robertson County,Tennessee,59.1,121,1.6,57.5
TN-149,Rutherford County,Tennessee,60,121,1.6,58.4
TN-151,Scott County,Tennessee,56.2,121,1.7,54.5
TN-153,Sequatchie County,Tennessee,58.2,121,1.8,56.5
TN-155,Sevier County,Tennessee,57.2,121,1.5,55.7
TN-157,Shelby County,Tennessee,62,106,1,61.1
TN-159,Smith County,Tennessee,59.2,113,1.2,58.1
TN-161,Stewart County,Tennessee,59.4,121,1.5,57.9
TN-163,Sullivan County,Tennessee,57.4,121,2,55.4
TN-165,Sumner County,Tennessee,59.1,119,1.4,57.6
TN-167,Tipton County,Tennessee,61.3,113,1,60.3
TN-169,Trousdale County,Tennessee,59.3,116,1.3,58
TN-171,Unicoi County,Tennessee,54.3,121,1.4,53
TN-173,Union County,Tennessee,57.4,114,1,56.4
TN-175,Van Buren County,Tennessee,57.8,121,1.8,56
TN-177,Warren County,Tennessee,58.8,121,1.6,57.1
TN-179,Washington County,Tennessee,57.7,121,1.6,56
TN-181,Wayne County,Tennessee,60.1,121,1.7,58.4
TN-183,Weakley County,Tennessee,59.2,107,0.8,58.4
TN-185,White County,Tennessee,58.2,121,1.6,56.6
TN-187,Williamson County,Tennessee,59.7,121,1.7,57.9
TN-189,Wilson County,Tennessee,59.6,120,1.4,58.2
TX-001,Anderson County,Texas,66.2,99,0.8,65.4
TX-003,Andrews County,Texas,63.8,119,1.9,61.9
TX-005,Angelina County,Texas,67.4,119,1.3,66.1
TX-007,Aransas County,Texas,72.5,121,2.2,70.3
TX-009,Archer County,Texas,64.5,109,1,63.4
TX-011,Armstrong County,Texas,60.2,123,2.3,57.9
TX-013,Atascosa County,Texas,71.1,116,1.3,69.8
TX-015,Austin County,Texas,69.9,121,1.9,68
TX-017,Bailey County,Texas,58.7,110,1.7,57
TX-019,Bandera County,Texas,67.8,121,1.7,66.1
TX-021,Bastrop County,Texas,69.3,121,1.9,67.4
TX-023,Baylor County,Texas,64.6,109,1.3,63.3
TX-025,Bee County,Texas,71.6,108,1.3,70.3
TX-027,Bell County,Texas,67.5,116,1.8,65.7
TX-029,Bexar County,Texas,70,120,1.5,68.5
TX-031,Blanco County,Texas,67.4,115,1.3,66.1
TX-033,Borden County,Texas,63.8,97,1,62.8
TX-035,Bosque County,Texas,66.5,116,1.2,65.3
TX-037,Bowie County,Texas,64.4,120,1.3,63.1
TX-039,Brazoria County,Texas,71.3,121,2.4,68.9
TX-041,Brazos County,Texas,68.4,119,1.4,67
TX-043,Brewster County,Texas,66.8,122,2.3,64.5
TX-045,Briscoe County,Texas,61.2,118,1.9,59.3
TX-047,Brooks County,Texas,74.5,121,2.3,72.2
TX-049,Brown County,Texas,66.1,124,1.7,64.4
TX-051,Burleson County,Texas,68.7,119,1.7,67
TX-053,Burnet County,Texas,67.3,119,1.3,66
TX-055,Caldwell County,Texas,69.7,121,1.9,67.8
TX-057,Calhoun County,Texas,72.1,121,2.4,69.7
TX-059,Callahan County,Texas,64.7,110,1.1,63.7
TX-061,Cameron County,Texas,75.5,121,1.8,73.6
TX-063,Camp County,Texas,64.9,108,1,63.9
TX-065,Carson County,Texas,59.2,121,2.4,56.8
TX-067,Cass County,Texas,64.7,98,0.7,64
TX-069,Castro County,Texas,58.3,121,1.7,56.6
TX-071,Chambers County,Texas,70.2,120,2,68.2
TX-073,Cherokee County,Texas,66.3,104,0.9,65.4
TX-075,Childress County,Texas,63,117,1.7,61.3
TX-077,Clay County,Texas,64.1,97,0.8,63.4
TX-079,Cochran County,Texas,59.6,108,1.6,58
TX-081,Coke County,Texas,65.5,123,1.6,63.9
TX-083,Coleman County,Texas,65.9,122,1.8,64.1
TX-085,Collin County,Texas,65.4,121,1.6,63.8
TX-087,Collingsworth County,Texas,61.2,115,1.5,59.7
TX-089,Colorado County,Texas,70.6,122,2.4,68.2
TX-091,Comal County,Texas,68.7,118,1.4,67.3
TX-093,Comanche County,Texas,66,124,1.7,64.3
TX-095,Concho County,Texas,65.9,122,1.8,64.2
TX-097,Cooke County,Texas,64.1,96,0.7,63.4
TX-099,Coryell County,Texas,66.8,119,1.4,65.4
TX-101,Cottle County,Texas,63.5,116,1.4,62.2
TX-103,Crane County,Texas,67.2,122,2.4,64.7
TX-105,Crockett County,Texas,66.6,123,1.9,64.7
TX-107,Crosby County,Texas,61.7,114,1.5,60.2
TX-109,Culberson County,Texas,63.6,122,2.5,61
TX-111,Dallam County,Texas,55.7,108,1.2,54.5
TX-113,Dallas County,Texas,66.6,113,1.3,65.3
TX-115,Dawson County,Texas,62.8,98,0.9,61.8
TX-117,Deaf Smith County,Texas,57.8,122,2.1,55.7
TX-119,Delta County,Texas,64.7,118,1.3,63.4
TX-121,Denton County,Texas,65.6,114,1.1,64.5
TX-123,DeWitt County,Texas,71.2,122,2.1,69.1
TX-125,Dickens County,Texas,63.1,119,1.3,61.8
TX-127,Dimmit County,Texas,72.5,122,1.8,70.7
TX-129,Donley County,Texas,60.5,121,1.8,58.7
TX-131,Duval County,Texas,73,118,1.9,71.1
TX-133,Eastland County,Texas,64.9,113,1.2,63.7
TX-135,Ector County,Texas,65.3,119,2.3,63
TX-137,Edwards County,Texas,67,124,2,65.1
TX-139,Ellis County,Texas,66.5,95,0.8,65.8
TX-141,El Paso County,Texas,65.3,120,3.1,62.2
TX-143,Erath County,Texas,66,124,1.8,64.2
TX-145,Falls County,Texas,67.3,118,1.5,65.8
TX-147,Fannin County,Texas,64.5,121,1.5,63
TX-149,Fayette County,Texas,69.9,122,2,67.9
TX-151,Fisher County,Texas,65,116,1.9,63.2
TX-153,Floyd County,Texas,60.3,114,1.4,58.9
TX-155,Foard County,Texas,64.1,118,1.4,62.7
TX-157,Fort Bend County,Texas,71.1,121,2.5,68.6
TX-159,Franklin County,Texas,64.7,115,1.2,63.6
TX-161,Freestone County,Texas,66.5,100,0.7,65.7
TX-163,Frio County,Texas,71.4,117,1.7,69.7
TX-165,Gaines County,Texas,62.3,119,1.5,60.8
TX-167,Galveston County,Texas,71.4,121,2.6,68.9
TX-169,Garza County,Texas,63.5,109,1.3,62.2
TX-171,Gillespie County,Texas,66.2,122,1.3,64.9
TX-173,Glasscock County,Texas,65,121,1.9,63.1
TX-175,Goliad County,Texas,71.6,122,1.8,69.8
TX-177,Gonzales County,Texas,70.4,122,1.8,68.6
TX-179,Gray County,Texas,59.4,123,2.1,57.3
TX-181,Grayson County,Texas,64.4,118,1,63.3
TX-183,Gregg County,Texas,65.5,84,0.4,65
TX-185,Grimes County,Texas,68.5,119,1.5,67.1
TX-187,Guadalupe County,Texas,69.9,121,1.6,68.3
TX-189,Hale County,Texas,59.7,115,1.6,58.1
TX-191,Hall County,Texas,62.5,113,1.7,60.8
TX-193,Hamilton County,Texas,66.2,123,1.5,64.7
TX-195,Hansford County,Texas,58.3,119,1.5,56.8
TX-197,Hardeman County,Texas,63.6,122,1.6,62
TX-199,Hardin County,Texas,68.4,118,1.5,66.9
TX-201,Harris County,Texas,70.7,121,2.3,68.4
TX-203,Harrison County,Texas,65.5,79,0.4,65.1
TX-205,Hartley County,Texas,56.9,114,1.5,55.3
TX-207,Haskell County,Texas,64.7,108,1.1,63.6
TX-209,Hays County,Texas,68.3,116,1.5,66.8
TX-211,Hemphill County,Texas,59,110,1.4,57.7
TX-213,Henderson County,Texas,65.7,96,0.7,65
TX-215,Hidalgo County,Texas,75.3,118,1.5,73.8
TX-217,Hill County,Texas,66.6,99,0.8,65.8
TX-219,Hockley County,Texas,60.4,109,1.6,58.8
TX-221,Hood County,Texas,66.2,119,1.1,65.1
TX-223,Hopkins County,Texas,64.8,116,1.3,63.5
TX-225,Houston County,Texas,66.8,93,0.6,66.2
TX-227,Howard County,Texas,64.6,111,1.2,63.4
TX-229,Hudspeth County,Texas,63.2,122,2.7,60.5
TX-231,Hunt County,Texas,65.1,120,1.7,63.5
TX-233,Hutchinson County,Texas,60,123,2.2,57.8
TX-235,Irion County,Texas,65.7,122,1.9,63.9
TX-237,Jack County,Texas,64.2,92,0.9,63.4
TX-239,Jackson County,Texas,71.5,121,2.5,69
TX-241,Jasper County,Texas,67.6,121,1.5,66.1
TX-243,Jeff Davis County,Texas,62.6,122,2.5,60.1
TX-245,Jefferson County,Texas,69.7,120,1.8,67.9
TX-247,Jim Hogg County,Texas,74.2,119,2.1,72.1
TX-249,Jim Wells County,Texas,73.4,120,2.1,71.3
TX-251,Johnson County,Texas,66.1,97,0.8,65.3
TX-253,Jones County,Texas,64.8,106,0.9,63.8
TX-255,Karnes County,Texas,70.9,121,1.5,69.5
TX-257,Kaufman County,Texas,65.9,104,0.8,65.1
TX-259,Kendall County,Texas,67.4,120,1.4,66
TX-261,Kenedy County,Texas,74.5,121,2.3,72.2
TX-263,Kent County,Texas,64.5,119,1.6,62.9
TX-265,Kerr County,Texas,66,120,1.5,64.5
TX-267,Kimble County,Texas,66.1,122,2,64.1
TX-269,King County,Texas,64.4,122,1.6,62.8
TX-271,Kinney County,Texas,70.5,124,1.7,68.7
TX-273,Kleberg County,Texas,74.2,121,2.8,71.4
TX-275,Knox County,Texas,64.6,114,1.3,63.3
TX-277,Lamar County,Texas,64,117,1.1,62.9
TX-279,Lamb County,Texas,59.1,107,1.5,57.6
TX-281,Lampasas County,Texas,66.7,119,1.3,65.4
TX-283,La Salle County,Texas,72.2,113,1.3,70.9
TX-285,Lavaca County,Texas,71.1,122,2.6,68.4
TX-287,Lee County,Texas,68.8,121,1.8,67
TX-289,Leon County,Texas,66.6,83,0.5,66.1
TX-291,Liberty County,Texas,69.4,120,1.7,67.7
TX-293,Limestone County,Texas,66.6,101,0.9,65.7
TX-295,Lipscomb County,Texas,58.1,109,1.1,56.9
TX-297,Live Oak County,Texas,71.8,108,1.3,70.6
TX-299,Llano County,Texas,67.7,119,1.7,65.9
TX-301,Loving County,Texas,66.1,122,2.6,63.5
TX-303,Lubbock County,Texas,61.2,115,2,59.2
TX-305,Lynn County,Texas,62.1,107,1.4,60.7
TX-307,McCulloch County,Texas,66.4,123,1.9,64.5
TX-309,McLennan County,Texas,67.1,119,1.3,65.7
TX-311,McMullen County,Texas,71.9,110,1.2,70.7
TX-313,Madison County,Texas,67.4,104,0.8,66.6
TX-315,Marion County,Texas,65.1,79,0.3,64.8
TX-317,Martin County,Texas,64.3,112,1.5,62.8
TX-319,Mason County,Texas,66.7,123,1.7,65
TX-321,Matagorda County,Texas,71.3,121,2.2,69
TX-323,Maverick County,Texas,72.3,124,1.8,70.4
TX-325,Medina County,Texas,70.3,121,1.9,68.3
TX-327,Menard County,Texas,65.7,123,2.1,63.6
TX-329,Midland County,Texas,65.5,120,2.2,63.3
TX-331,Milam County,Texas,68,120,1.8,66.2
TX-333,Mills County,Texas,66.2,122,1.5,64.7
TX-335,Mitchell County,Texas,65.4,123,1.9,63.5
TX-337,Montague County,Texas,64,99,0.8,63.1
TX-339,Montgomery County,Texas,69.5,121,2,67.5
TX-341,Moore County,Texas,58.7,122,2.1,56.6
TX-343,Morris County,Texas,64.7,105,0.9,63.8
TX-345,Motley County,Texas,62.5,113,1.3,61.2
TX-347,Nacogdoches County,Texas,66.7,117,1.1,65.6
TX-349,Navarro County,Texas,66.6,105,0.8,65.7
TX-351,Newton County,Texas,67.7,121,1.6,66.1
TX-353,Nolan County,Texas,64.7,120,2,62.8
TX-355,Nueces County,Texas,73.5,121,2.3,71.2
TX-357,Ochiltree County,Texas,58.2,115,1.3,56.9
TX-359,Oldham County,Texas,58.1,112,1.6,56.5
TX-361,Orange County,Texas,69.1,120,1.7,67.4
TX-363,Palo Pinto County,Texas,65.4,113,1.2,64.2
TX-365,Panola County,Texas,66,98,0.6,65.4
TX-367,Parker County,Texas,65.4,108,0.9,64.5
TX-369,Parmer County,Texas,58.3,123,2.2,56.1
TX-371,Pecos County,Texas,66.2,123,2.4,63.8
TX-373,Polk County,Texas,67.8,113,1.1,66.7
TX-375,Potter County,Texas,59.2,118,2.2,57
TX-377,Presidio County,Texas,66,121,2.5,63.5
TX-379,Rains County,Texas,65,110,1.2,63.8
TX-381,Randall County,Texas,58.7,121,2.2,56.6
TX-383,Reagan County,Texas,65.7,122,2.1,63.6
TX-385,Real County,Texas,67.2,123,1.8,65.4
TX-387,Red River County,Texas,64.1,119,1.4,62.7
TX-389,Reeves County,Texas,66.3,122,2.7,63.7
TX-391,Refugio County,Texas,72,120,1.8,70.2
TX-393,Roberts County,Texas,59.5,119,1.9,57.6
TX-395,Robertson County,Texas,67.4,115,1.1,66.3
TX-397,Rockwall County,Texas,65.7,119,1.4,64.3
TX-399,Runnels County,Texas,65.4,109,1.3,64.1
TX-401,Rusk County,Texas,65.9,97,0.6,65.3
TX-403,Sabine County,Texas,67.1,121,1.7,65.4
TX-405,San Augustine County,Texas,67,121,1.4,65.6
TX-407,San Jacinto County,Texas,68.3,109,1.2,67.1
TX-409,San Patricio County,Texas,72.5,114,1.7,70.8
TX-411,San Saba County,Texas,66.9,122,1.8,65.1
TX-413,Schleicher County,Texas,65.5,123,1.9,63.6
TX-415,Scurry County,Texas,64.5,122,1.7,62.8
TX-417,Shackelford County,Texas,64.9,106,1,63.9
TX-419,Shelby County,Texas,66.2,117,0.9,65.3
TX-421,Sherman County,Texas,57.6,114,1.6,56
TX-423,Smith County,Texas,65.4,100,0.8,64.6
TX-425,Somervell County,Texas,66.4,119,1.1,65.2
TX-427,Starr County,Texas,75.2,119,1.8,73.4
TX-429,Stephens County,Texas,64.8,100,0.9,63.8
TX-431,Sterling County,Texas,65.3,123,1.8,63.4
TX-433,Stonewall County,Texas,64.7,113,1.4,63.3
TX-435,Sutton County,Texas,66.3,124,2.2,64.1
TX-437,Swisher County,Texas,59.1,119,1.7,57.4
TX-439,Tarrant County,Texas,66.2,97,1,65.3
TX-441,Taylor County,Texas,64.6,110,1.1,63.5
TX-443,Terrell County,Texas,67.9,124,1.8,66
TX-445,Terry County,Texas,61.4,112,1.3,60.1
TX-447,Throckmorton County,Texas,64.7,106,1.1,63.6
TX-449,Titus County,Texas,64.8,119,1.3,63.4
TX-451,Tom Green County,Texas,65.9,122,1.6,64.4
TX-453,Travis County,Texas,68.6,120,1.6,67
TX-455,Trinity County,Texas,67.3,100,0.9,66.5
TX-457,Tyler County,Texas,67.4,119,1.2,66.2
TX-459,Upshur County,Texas,65,92,0.6,64.4
TX-461,Upton County,Texas,66.5,122,2.2,64.3
TX-463,Uvalde County,Texas,70.2,123,1.8,68.4
TX-465,Val Verde County,Texas,69.1,124,1.6,67.5
TX-467,Van Zandt County,Texas,65.2,99,0.8,64.4
TX-469,Victoria County,Texas,71.7,122,2.3,69.4
TX-471,Walker County,Texas,67.9,106,0.9,67
TX-473,Waller County,Texas,69.9,121,2.1,67.8
TX-475,Ward County,Texas,67.1,122,2.7,64.3
TX-477,Washington County,Texas,69.1,119,1.7,67.5
TX-479,Webb County,Texas,73.2,118,1.6,71.6
TX-481,Wharton County,Texas,71.1,121,2.4,68.7
TX-483,Wheeler County,Texas,60.1,122,1.7,58.4
TX-485,Wichita County,Texas,64,109,1.1,62.9
TX-487,Wilbarger County,Texas,64,112,1.3,62.7
TX-489,Willacy County,Texas,74.8,120,1.7,73.1
TX-491,Williamson County,Texas,68,119,1.6,66.3
TX-493,Wilson County,Texas,70.5,121,1.3,69.1
TX-495,Winkler County,Texas,65.7,119,2.5,63.2
TX-497,Wise County,Texas,64.9,104,1,63.9
TX-499,Wood County,Texas,65,108,1.1,63.9
TX-501,Yoakum County,Texas,60.7,113,1.7,59
TX-503,Young County,Texas,64.5,99,1,63.5
TX-505,Zapata County,Texas,74.9,119,1.9,73
TX-507,Zavala County,Texas,71.9,122,1.8,70.1
UT-001,Beaver County,Utah,50.1,117,2.3,47.8
UT-003,Box Elder County,Utah,49,119,2,47
UT-005,Cache County,Utah,44.6,117,2.1,42.5
UT-007,Carbon County,Utah,45.8,118,2.4,43.4
UT-009,Daggett County,Utah,42,107,1.6,40.4
UT-011,Davis County,Utah,50.6,118,2.7,47.9
UT-013,Duchesne County,Utah,42.9,118,2.7,40.2
UT-015,Emery County,Utah,51.4,115,2.4,49
UT-017,Garfield County,Utah,49.7,118,2.4,47.3
UT-019,Grand County,Utah,52.4,120,3.1,49.3
UT-021,Iron County,Utah,50,118,2.4,47.6
UT-023,Juab County,Utah,51,117,1.9,49.1
UT-025,Kane County,Utah,53.7,121,2.4,51.2
UT-027,Millard County,Utah,51.8,117,2,49.8
UT-029,Morgan County,Utah,45.1,118,2.6,42.5
UT-031,Piute County,Utah,44.9,118,2.4,42.5
UT-033,Rich County,Utah,41.2,118,1.8,39.3
UT-035,Salt Lake County,Utah,50.4,118,2.7,47.7
UT-037,San Juan County,Utah,53.9,116,2.2,51.6
UT-039,Sanpete County,Utah,45.3,119,2.2,43.1
UT-041,Sevier County,Utah,45.9,117,2,43.9
UT-043,Summit County,Utah,39.7,117,2,37.7
UT-045,Tooele County,Utah,51.6,117,1.7,49.9
UT-047,Uintah County,Utah,47,118,2.7,44.3
UT-049,Utah County,Utah,47.9,118,2.2,45.7
UT-051,Wasatch County,Utah,42.2,118,2.2,40
UT-053,Washington County,Utah,56.9,117,2.1,54.9
UT-055,Wayne County,Utah,52,114,2.4,49.5
UT-057,Weber County,Utah,47.3,118,2.7,44.6
VT-001,Addison County,Vermont,44.7,115,2.1,42.6
VT-003,Bennington County,Vermont,44.5,124,3,41.5
VT-005,Caledonia County,Vermont,42,119,1.9,40.1
VT-007,Chittenden County,Vermont,45.8,124,3.2,42.6
VT-009,Essex County,Vermont,41.2,117,2.1,39.1
VT-011,Franklin County,Vermont,44.8,121,2.9,41.9
VT-013,Grand Isle County,Vermont,46.2,119,2.4,43.8
VT-015,Lamoille County,Vermont,42.9,123,2.9,40.1
VT-017,Orange County,Vermont,43.9,124,2.6,41.2
VT-019,Orleans County,Vermont,42.1,120,2.4,39.7
VT-021,Rutland County,Vermont,44.2,116,2.2,42
VT-023,Washington County,Vermont,43,121,2.5,40.5
VT-025,Windham County,Vermont,45.4,124,2.7,42.6
VT-027,Windsor County,Vermont,44.6,121,2.7,41.9
VA-001,Accomack County,Virginia,59.5,122,2.9,56.6
VA-003,Albemarle County,Virginia,57.4,123,2.7,54.6
VA-005,Alleghany County,Virginia,53.7,120,1.4,52.3
VA-007,Amelia County,Virginia,59,122,2.2,56.7
VA-009,Amherst County,Virginia,56.5,122,2.2,54.4
VA-011,Appomattox County,Virginia,57.6,121,2.3,55.3
VA-013,Arlington County,Virginia,57.7,122,2.8,54.9
VA-015,Augusta County,Virginia,54.1,122,2.3,51.8
VA-017,Bath County,Virginia,52.9,121,1.7,51.2
VA-019,Bedford County,Virginia,57.3,122,2.1,55.3
VA-021,Bland County,Virginia,52.3,121,1.5,50.8
VA-023,Botetourt County,Virginia,55.6,120,1.2,54.4
VA-025,Brunswick County,Virginia,59.8,122,2.5,57.3
VA-027,Buchanan County,Virginia,55.2,121,1.7,53.5
VA-029,Buckingham County,Virginia,58.1,122,2.4,55.7
VA-031,Campbell County,Virginia,57.9,122,2.6,55.3
VA-033,Caroline County,Virginia,58.2,122,2.2,55.9
VA-035,Carroll County,Virginia,53.7,121,2.1,51.7
VA-036,Charles City County,Virginia,60.4,122,2,58.5
VA-037,Charlotte County,Virginia,58.2,121,2.2,56
VA-041,Chesterfield County,Virginia,59.3,123,1.9,57.4
VA-043,Clarke County,Virginia,55,122,2.4,52.6
VA-045,Craig County,Virginia,53.7,121,1.5,52.3
VA-047,Culpeper County,Virginia,56.9,122,2.7,54.2
VA-049,Cumberland County,Virginia,58.5,122,2.3,56.2
VA-051,Dickenson County,Virginia,55,121,1.5,53.5
VA-053,Dinwiddie County,Virginia,59.7,122,2.3,57.5
VA-057,Essex County,Virginia,58.6,120,1.9,56.7
VA-059,Fairfax County,Virginia,57.5,122,2.9,54.5
VA-061,Fauquier County,Virginia,56.3,122,2.8,53.4
VA-063,Floyd County,Virginia,52.9,121,1.8,51
VA-065,Fluvanna County,Virginia,58.1,122,2.5,55.6
VA-067,Franklin County,Virginia,57,121,1.9,55.1
VA-069,Frederick County,Virginia,54.3,122,2.3,51.9
VA-071,Giles County,Virginia,53.3,121,1.7,51.6
VA-073,Gloucester County,Virginia,60.3,121,2.2,58
VA-075,Goochland County,Virginia,58.2,123,2.1,56.1
VA-077,Grayson County,Virginia,51.8,121,2,49.7
VA-079,Greene County,Virginia,56,122,3,53.1
VA-081,Greensville County,Virginia,60.4,122,2.4,58
VA-083,Halifax County,Virginia,58.7,121,2.2,56.5
VA-085,Hanover County,Virginia,58.5,122,1.9,56.6
VA-087,Henrico County,Virginia,59.3,123,1.8,57.5
VA-089,Henry County,Virginia,58,121,1.8,56.3
VA-091,Highland County,Virginia,50.3,121,1.9,48.4
VA-093,Isle of Wight County,Virginia,61,123,2.3,58.7
VA-095,James City County,Virginia,60.6,121,2.3,58.3
VA-097,King and Queen County,Virginia,59.1,121,1.9,57.1
VA-099,King George County,Virginia,58.8,122,2.8,55.9
VA-101,King William County,Virginia,59.1,122,1.9,57.2
VA-103,Lancaster County,Virginia,59.1,121,2,57.1
VA-105,Lee County,Virginia,55.8,114,1,54.8
VA-107,Loudoun County,Virginia,56,122,2.8,53.2
VA-109,Louisa County,Virginia,57.4,122,2.1,55.2
VA-111,Lunenburg County,Virginia,58.8,121,2.3,56.5
VA-113,Madison County,Virginia,55.7,122,2.8,52.9
VA-115,Mathews County,Virginia,60.2,121,2.3,57.9
VA-117,Mecklenburg County,Virginia,59.3,121,2.3,57.1
VA-119,Middlesex County,Virginia,59.5,121,2,57.5
VA-121,Montgomery County,Virginia,54.5,121,1.9,52.6
VA-125,Nelson County,Virginia,56.2,122,2.3,53.9
VA-127,New Kent County,Virginia,59.7,122,1.9,57.7
VA-131,Northampton County,Virginia,60.3,122,2.6,57.7
VA-133,Northumberland County,Virginia,58.8,122,2.2,56.6
VA-135,Nottoway County,Virginia,59.1,122,2.5,56.6
VA-137,Orange County,Virginia,57.1,122,2.4,54.6
VA-139,Page County,Virginia,54.3,122,2.7,51.5
VA-141,Patrick County,Virginia,56.1,120,1.7,54.4
VA-143,Pittsylvania County,Virginia,58.1,121,1.8,56.3
VA-145,Powhatan County,Virginia,58.6,123,2.1,56.5
VA-147,Prince Edward County,Virginia,58.3,121,2.2,56
VA-149,Prince George County,Virginia,60.4,122,2,58.4
VA-153,Prince William County,Virginia,57.7,122,3.2,54.5
VA-155,Pulaski County,Virginia,54.3,121,2,52.3
VA-157,Rappahannock County,Virginia,55,122,2.6,52.3
VA-159,Richmond County,Virginia,58.5,120,1.8,56.7
VA-161,Roanoke County,Virginia,56,121,1.7,54.3
VA-163,Rockbridge County,Virginia,55,121,1.5,53.5
VA-165,Rockingham County,Virginia,54.3,122,2.7,51.6
VA-167,Russell County,Virginia,54.8,121,2,52.8
VA-169,Scott County,Virginia,56.4,121,1.5,54.9
VA-171,Shenandoah County,Virginia,54.4,122,2.5,51.9
VA-173,Smyth County,Virginia,53.1,121,2.1,51
VA-175,Southampton County,Virginia,60.6,122,2.3,58.3
VA-177,Spotsylvania County,Virginia,57.2,122,2.3,54.8
VA-179,Stafford County,Virginia,58.1,122,3.2,54.9
VA-181,Surry County,Virginia,60.8,122,2.4,58.5
VA-183,Sussex County,Virginia,60.5,122,2.4,58.1
VA-185,Tazewell County,Virginia,52.5,121,1.8,50.7
VA-187,Warren County,Virginia,54.6,122,2.4,52.2
VA-191,Washington County,Virginia,55.5,121,2.1,53.4
VA-193,Westmoreland County,Virginia,58.6,121,2.2,56.4
VA-195,Wise County,Virginia,53.9,119,1.2,52.7
VA-197,Wythe County,Virginia,53.3,121,1.9,51.3
VA-199,York County,Virginia,61,122,2.4,58.5
VA-510,Alexandria City,Virginia,58.3,122,2.9,55.4
VA-520,Bristol City,Virginia,57,121,2.2,54.9
VA-530,Buena Vista City,Virginia,56.3,121,1.6,54.7
VA-540,Charlottesville City,Virginia,57.9,122,2.7,55.2
VA-550,Chesapeake City,Virginia,61.4,122,2.6,58.8
VA-570,Colonial Heights City,Virginia,59.9,122,1.7,58.2
VA-580,Covington City,Virginia,55.1,111,1.1,54
VA-590,Danville City,Virginia,59,121,1.6,57.5
VA-595,Emporia City,Virginia,60.5,122,2.4,58.1
VA-600,Fairfax City,Virginia,57.1,122,2.9,54.2
VA-610,Falls Church City,Virginia,57.1,122,2.7,54.4
VA-620,Franklin City,Virginia,60.6,122,2.1,58.5
VA-630,Fredericksburg City,Virginia,57.8,122,2.8,55
VA-640,Galax City,Virginia,53.7,121,2.1,51.5
VA-650,Hampton City,Virginia,61.6,123,2.5,59.1
VA-660,Harrisonburg City,Virginia,55.4,122,2.8,52.7
VA-670,Hopewell City,Virginia,60.2,123,1.7,58.5
VA-680,Lynchburg City,Virginia,57.9,124,2.7,55.2
VA-683,Manassas City,Virginia,57.6,122,3.2,54.4
VA-685,Manassas Park City,Virginia,57.5,122,3.1,54.4
VA-690,Martinsville City,Virginia,58,121,1.8,56.3
VA-700,Newport News City,Virginia,61.4,122,2.4,59
VA-710,Norfolk City,Virginia,62.1,122,2.8,59.3
VA-720,Norton City,Virginia,53.9,119,1.1,52.7
VA-730,Petersburg City,Virginia,60,123,1.9,58.1
VA-735,Poquoson City,Virginia,61.4,122,2.5,59
VA-740,Portsmouth City,Virginia,62,122,2.6,59.5
VA-750,Radford City,Virginia,54.8,122,2,52.8
VA-760,Richmond City,Virginia,59.2,123,1.8,57.4
VA-770,Roanoke City,Virginia,57.5,121,1.8,55.7
VA-775,Salem City,Virginia,57.4,121,1.8,55.6
VA-790,Staunton City,Virginia,55.3,122,2.4,52.9
VA-800,Suffolk City,Virginia,60.9,122,2.1,58.8
VA-810,Virginia Beach City,Virginia,61.7,122,2.8,58.9
VA-820,Waynesboro City,Virginia,55.6,123,2.5,53.1
VA-830,Williamsburg City,Virginia,60.6,121,2.4,58.2
VA-840,Winchester City,Virginia,54.6,122,2.3,52.3
WA-001,Adams County,Washington,49.8,116,1.4,48.4
WA-003,Asotin County,Washington,49.2,119,2.2,47
WA-005,Benton County,Washington,53,118,1.4,51.6
WA-007,Chelan County,Washington,43.8,119,1.6,42.2
WA-009,Clallam County,Washington,48,119,1.4,46.6
WA-011,Clark County,Washington,52.5,119,1.7,50.8
WA-013,Columbia County,Washington,48.6,116,1.9,46.8
WA-015,Cowlitz County,Washington,50.5,120,1.8,48.7
WA-017,Douglas County,Washington,48.3,111,1.3,47
WA-019,Ferry County,Washington,43.3,110,1.2,42.1
WA-021,Franklin County,Washington,52.4,120,1.6,50.7
WA-023,Garfield County,Washington,49.1,120,2,47.1
WA-025,Grant County,Washington,51,119,1.5,49.5
WA-027,Grays Harbor County,Washington,50.4,113,1.2,49.2
WA-029,Island County,Washington,51.4,119,1.5,49.9
WA-031,Jefferson County,Washington,46.3,119,1.3,44.9
WA-033,King County,Washington,48.4,119,1.5,46.9
